Senator,Estimated Holdings,Symbol,Company,Sector,Industry
David Perdue (R-GA),"$22,500",SUN,Sunoco LP,Consumer Services,RETAIL: Building Materials
Gary Peters (D-MI),"$22,500",NEE,NextEra Energy,Consumer Services,RETAIL: Building Materials
Ben Sasse (R-NE),"$22,400",BLV,Vanguard Long-Term Bond,Consumer Services,RETAIL: Building Materials
James M Inhofe (R-OK),"$22,400",TEL,TE Connectivity Ltd.,Consumer Services,RETAIL: Building Materials
Tom Carper (D-DE),"$22,400",SWKS,"Skyworks Solutions, Inc.",Consumer Services,RETAIL: Building Materials
Jeff Merkley (D-OR),"$22,200",FDGRX,Fidelity Growth Fund,Consumer Services,RETAIL: Building Materials
Sheldon Whitehouse (D-RI),"$22,100",SQ,"Square, Inc.",Consumer Services,RETAIL: Building Materials
Sheldon Whitehouse (D-RI),"$22,100",RYAAY,Ryanair Holdings,Consumer Services,RETAIL: Building Materials
Thad Cochran (R-MS),"$22,100",BECN,"Beacon Roofing Supply, Inc.",Consumer Services,RETAIL: Building Materials
Tom Carper (D-DE),"$22,100",IPAY,ETFMG Prime Mobile Payments,Technology,Computer Communications Equipment
Thad Cochran (R-MS),"$22,100",ET,Energy Transfer Equity,Technology,Computer Communications Equipment
Richard Burr (R-NC),"$22,000",OEC,Orion Engineered Carbons SA,Technology,Computer Communications Equipment
David Perdue (R-GA),"$22,000",EQM,"EQT Midstream Partners, LP",Technology,Computer Communications Equipment
Tom Carper (D-DE),"$21,900",DGX,Quest Diagnostics,Technology,Computer Communications Equipment
Shelley Moore Capito (R-WV),"$21,900",DUK,Duke Energy,Technology,Computer Communications Equipment
Susan Collins (R-ME),"$21,900",TJX,TJX Companies,Technology,Computer Communications Equipment
Angus King (D-ME),"$21,900",GLD,SPDR Gold Shares ETF,Technology,Computer Communications Equipment
Tom Carper (D-DE),"$21,800",TSN,Tyson Foods,Technology,Computer Communications Equipment
Gary Peters (D-MI),"$21,600",PFE,Pfizer Inc,Technology,Computer Communications Equipment
Bill Cassidy (R-LA),"$21,600",CSCO,"Cisco Systems, Inc.",Technology,Computer Communications Equipment
Pat Toomey (R-PA),"$21,400",BAC,Bank of America,Finance,Property-Casualty Insurers
John Boozman (R-AR),"$21,400",DFS,Discover Financial Services,Finance,Property-Casualty Insurers
David Perdue (R-GA),"$21,300",HUN,Huntsman Corporation,Finance,Property-Casualty Insurers
Bill Cassidy (R-LA),"$21,300",NSC,Norfolk Southern,Finance,Property-Casualty Insurers
Tom Carper (D-DE),"$21,200",MPW,Medical Properties Trust,Finance,Property-Casualty Insurers
John Boozman (R-AR),"$21,100",DBA,Powershares Db Multi Sect Comm Tr Db Aaricult Fd,Finance,Property-Casualty Insurers
Bill Cassidy (R-LA),"$21,100",JNJ,Johnson & Johnson,Finance,Property-Casualty Insurers
Mike Enzi (R-WY),"$21,100",FKDNX,FKDNX - Franklin DynaTech A (NASDAQ),Finance,Property-Casualty Insurers
Tim Kaine (D-VA),"$21,100",OAKBX,Oakmark Equity & Income Fund,Finance,Property-Casualty Insurers
Richard Burr (R-NC),"$21,100",WH,Wyndam Hotels & Resorts Inc,Finance,Property-Casualty Insurers
Tammy Duckworth (D-IL),"$21,000",PMTIX,PMTIX - Principal LifeTime 2030 Fund Institutional,Finance,Property-Casualty Insurers
Pat Toomey (R-PA),"$21,000",PSP,PowerShares Global Listed Private Eq,Finance,Property-Casualty Insurers
Rand Paul (R-KY),"$21,000",VGELX,Vanguard Energy Fund,Finance,Property-Casualty Insurers
Maggie Hassan (D-NH),"$20,900",VTHRX,Vanguard Target Retirement 2030 Inv,Finance,Property-Casualty Insurers
Cindy Hyde-Smith (R-MS),"$20,900",RBRCX,Rbc Small Cap Core I,Finance,Property-Casualty Insurers
Jerry Moran (R-KS),"$20,800",INTC,INTC-Intel Corp,Finance,Property-Casualty Insurers
Maggie Hassan (D-NH),"$20,700",VTTVX,Target Date Fund 2025,Finance,Property-Casualty Insurers
John Boozman (R-AR),"$20,700",GILD,Gilead Sciences,Finance,Property-Casualty Insurers
Angus King (D-ME),"$20,600",XOM,Exxon Mobil,Finance,Property-Casualty Insurers
Jim Risch (R-ID),"$20,600",PRMTX,T Rowe Price Media & Telecom Fund,Finance,Property-Casualty Insurers
Sheldon Whitehouse (D-RI),"$20,600",TWTR,Twitter,Finance,Property-Casualty Insurers
Ben Sasse (R-NE),"$20,500",EMB,iShares JPMorgan USD Emerging Markets,Finance,Property-Casualty Insurers
Jerry Moran (R-KS),"$20,500",ALL,Allstate Corporation (The),Finance,Property-Casualty Insurers
John Boozman (R-AR),"$20,500",TRV,Travelers Companies,Consumer Durables,Building Products
Susan Collins (R-ME),"$20,500",AYI,"Acuity Brands, Inc.",Consumer Durables,Building Products
Gary Peters (D-MI),"$20,500",NUE,Nucor Corp,Public Utilities,Power Generation
Gary Peters (D-MI),"$20,400",EMR,Emerson Electric,Public Utilities,Power Generation
Jerry Moran (R-KS),"$20,200",DVA,DaVita Inc.,Public Utilities,Power Generation
Thad Cochran (R-MS),"$20,200",ETN,Eaton Corp,Public Utilities,Power Generation
Jerry Moran (R-KS),"$20,200",0QZI.IL,FACEBOOK INC FACEBOOK CLASS A,Public Utilities,Power Generation
Tom Udall (D-NM),"$20,100",AGRYX,AllianceBernstein International Growth Fund,Public Utilities,Power Generation
James M Inhofe (R-OK),"$20,100",GE,GE Capital,Public Utilities,Power Generation
Tammy Duckworth (D-IL),"$20,000",MDLZ,Kraft Foods,Public Utilities,Power Generation
Tom Carper (D-DE),"$19,900",AEE,Ameren Corporation,Public Utilities,Power Generation
John Boozman (R-AR),"$19,900",URI,United Rentals Inc,Consumer Non-Durables,Beverages (Production/Distribution)
Gary Peters (D-MI),"$19,900",F,Ford Motor Co,Consumer Non-Durables,Beverages (Production/Distribution)
Gary Peters (D-MI),"$19,700",ARCC,Ares Capital Corporation,Consumer Non-Durables,Beverages (Production/Distribution)
Thom Tillis (R-NC),"$19,600",VNQ,Vanguard REIT ETF,Consumer Non-Durables,Beverages (Production/Distribution)
James M Inhofe (R-OK),"$19,600",F,Ford Motor Co,Consumer Non-Durables,Beverages (Production/Distribution)
Ben Sasse (R-NE),"$19,600",JNK,JNK-SPDR Barclays High Yield Bond ETF,Consumer Non-Durables,Beverages (Production/Distribution)
Bill Cassidy (R-LA),"$19,600",LOW,Lowe's Companies,Consumer Non-Durables,Beverages (Production/Distribution)
Susan Collins (R-ME),"$19,500",XOM,Exxon Mobil,Consumer Non-Durables,Beverages (Production/Distribution)
Angus King (D-ME),"$19,500",NSC,Norfolk Southern,Consumer Non-Durables,Beverages (Production/Distribution)
Jerry Moran (R-KS),"$19,500",GILD,Gilead Sciences,Consumer Non-Durables,Beverages (Production/Distribution)
Tim Kaine (D-VA),"$19,500",CCYIX,Columbia Acorn International Fund,Consumer Non-Durables,Beverages (Production/Distribution)
Pat Roberts (R-KS),"$19,500",ZNGA,Zynga Inc,Consumer Non-Durables,Beverages (Production/Distribution)
Gary Peters (D-MI),"$19,500",MCD,McDonald's Corp,Consumer Non-Durables,Beverages (Production/Distribution)
Tina Smith (D-MN),"$19,500",MSTY.PA,Mainstay Medical International plc,Consumer Non-Durables,Beverages (Production/Distribution)
Sheldon Whitehouse (D-RI),"$19,500",MET,MetLife Inc,Consumer Non-Durables,Beverages (Production/Distribution)
Ben Cardin (D-MD),"$19,500",HACAX,Harbor Capital Appreciation Institutional,Consumer Non-Durables,Beverages (Production/Distribution)
Sheldon Whitehouse (D-RI),"$19,500",HACAX,Harbor Capital Appreciation Institutional,Consumer Non-Durables,Beverages (Production/Distribution)
Gary Peters (D-MI),"$19,400",BUD,Anheuser-Busch Inbev SA,Consumer Non-Durables,Beverages (Production/Distribution)
Richard Burr (R-NC),"$19,400",NUE,Nucor Corp,Technology,Electronic Components
Shelley Moore Capito (R-WV),"$19,200",INTC,INTC-Intel Corp,Technology,Electronic Components
Bill Cassidy (R-LA),"$19,200",QCOM,Qualcomm Inc,Technology,Electronic Components
Jim Risch (R-ID),"$19,200",TRBCX,T Rowe Price Blue Chip Growth,Technology,Electronic Components
Sheldon Whitehouse (D-RI),"$19,200",TRBCX,T Rowe Price Blue Chip Growth,Technology,Electronic Components
John Hoeven (R-ND),"$19,100",KTB,"Kontoor Brands, Inc.",Technology,Electronic Components
James M Inhofe (R-OK),"$19,100",ARW,"Arrow Electronics, Inc.",Technology,Electronic Components
Mitch McConnell (R-KY),"$19,100",SDSCX,Dreyfus The Boston Co Small Mid Cap Growth Fund,Health Care,Major Pharmaceuticals
Pat Roberts (R-KS),"$19,000",DIS,The Walt Disney Co,Health Care,Major Pharmaceuticals
Shelley Moore Capito (R-WV),"$19,000",SJM,JM Smucker Co,Health Care,Major Pharmaceuticals
Bill Cassidy (R-LA),"$19,000",MSFT,Microsoft Corp,Health Care,Major Pharmaceuticals
Thad Cochran (R-MS),"$18,900",IWF,iShares Russell 1000 Growth,Health Care,Major Pharmaceuticals
Tom Carper (D-DE),"$18,900",ETN,Eaton Corp,Health Care,Major Pharmaceuticals
Jack Reed (D-RI),"$18,900",VWO,Vanguard Emerging Markets ETF,Health Care,Major Pharmaceuticals
Thad Cochran (R-MS),"$18,800",ABBV,AbbVie Inc.,Health Care,Major Pharmaceuticals
Ben Sasse (R-NE),"$18,700",TIP,iShares Tips Bond ETF,Health Care,Major Pharmaceuticals
Sheldon Whitehouse (D-RI),"$18,600",MCD,McDonald's Corp,Health Care,Major Pharmaceuticals
Angus King (D-ME),"$18,600",IGSB,iShares 1-3 Year Credit Bond ETF,Health Care,Major Pharmaceuticals
Sheldon Whitehouse (D-RI),"$18,500",NWL,Newell Brands,Health Care,Major Pharmaceuticals
John Boozman (R-AR),"$18,500",PGHY,Powershares Global ETF Trust Fdm Hg Yld Rafl,Health Care,Major Pharmaceuticals
Mike Enzi (R-WY),"$18,500",SDGAX,Deutsch VSI Capital Growth,Health Care,Major Pharmaceuticals
Doug Jones (D-AL),"$18,400",SKIRX,Deutsche Enhanced Commodity Strat Instl,Health Care,Major Pharmaceuticals
Sheldon Whitehouse (D-RI),"$18,300",MGA,Magna International Inc.,Health Care,Major Pharmaceuticals
Angus King (D-ME),"$18,300",HLEMX,Harding Loevner Emerging Markets Advisor,Health Care,Major Pharmaceuticals
Cindy Hyde-Smith (R-MS),"$18,300",CTL,CenturyLink,Health Care,Major Pharmaceuticals
Roy Blunt (R-MO),"$18,300",VUG,Vanguard Growth ETF,Health Care,Major Pharmaceuticals
Tom Carper (D-DE),"$18,300",BSTZ,BlackRock Science and Technology Trust II,Health Care,Major Pharmaceuticals
Jerry Moran (R-KS),"$18,200",JNJ,Johnson & Johnson,Health Care,Major Pharmaceuticals
Angus King (D-ME),"$18,100",IVW,iShares S&P 500 Growth ETF,Health Care,Major Pharmaceuticals
Tom Carper (D-DE),"$18,100",IVW,iShares S&P 500 Growth ETF,Health Care,Major Pharmaceuticals
Tom Carper (D-DE),"$18,100",LGI,Lazard Global Total Return &amp; Income,Health Care,Major Pharmaceuticals
Jerry Moran (R-KS),"$18,100",ABBV,AbbVie Inc.,Health Care,Major Pharmaceuticals
Thad Cochran (R-MS),"$18,000",AMGN,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Angus King (D-ME),"$18,000",WTRG,Aqua America,Health Care,Major Pharmaceuticals
Tom Carper (D-DE),"$18,000",WTRG,Aqua America,Health Care,Major Pharmaceuticals
Rob Portman (R-OH),"$18,000",XLU,Utilities Select Sector SPDR ETF,Health Care,Major Pharmaceuticals
Ben Sasse (R-NE),"$18,000",IWN,iShares Russell 2000 Value Index,Health Care,Major Pharmaceuticals
Sheldon Whitehouse (D-RI),"$17,900",CB,Chubb Corp,Health Care,Major Pharmaceuticals
Dan Sullivan (R-AK),"$17,800",MALOX,"BlackRock Global Allocation Fund, Inc. Institution",Health Care,Major Pharmaceuticals
Gary Peters (D-MI),"$17,800",PJFAX,Jennison Large Cap Growth,Health Care,Major Pharmaceuticals
Tom Carper (D-DE),"$17,800",WIW,Western Asset /Claymore Inflation &amp; Opportunity,Health Care,Major Pharmaceuticals
John Boozman (R-AR),"$17,800",CVS,CVS Health,Health Care,Major Pharmaceuticals
Gary Peters (D-MI),"$17,800",GM,General Motors,Health Care,Major Pharmaceuticals
Tom Carper (D-DE),"$17,700",FNF,Fidelity,Health Care,Major Pharmaceuticals
David Perdue (R-GA),"$17,700",JNJ,Johnson & Johnson,Health Care,Major Pharmaceuticals
Gary Peters (D-MI),"$17,700",MMC,Marsh & McLennan,Health Care,Major Pharmaceuticals
Tom Carper (D-DE),"$17,600",RMD,ResMed Inc.,Health Care,Major Pharmaceuticals
Gary Peters (D-MI),"$17,600",ABT,Abbott Laboratories,Health Care,Major Pharmaceuticals
Ben Sasse (R-NE),"$17,500",SHY,iShares 1-3 Year Treasury Bond ETF,Finance,Property-Casualty Insurers
Shelley Moore Capito (R-WV),"$17,400",QCOM,Qualcomm Inc,Finance,Property-Casualty Insurers
Angus King (D-ME),"$17,400",JPM,JPMorgan Chase & Co,Finance,Property-Casualty Insurers
Tom Carper (D-DE),"$17,300",CVS,CVS Health,Finance,Property-Casualty Insurers
Doug Jones (D-AL),"$17,300",ORIYX,Oak Ridge Small Cap Growth I,Finance,Property-Casualty Insurers
Sheldon Whitehouse (D-RI),"$17,300",BA,Boeing Co,Finance,Property-Casualty Insurers
Tom Carper (D-DE),"$17,200",ALL,Allstate Corporation (The),Finance,Property-Casualty Insurers
David Perdue (R-GA),"$17,200",ACN,Accenture plc,Miscellaneous,Business Services
Tom Udall (D-NM),"$17,200",PGNAX,Prudential Jennison Natural Resources Fund,Miscellaneous,Business Services
Susan Collins (R-ME),"$17,100",CRM,"salesforce.com, inc.",Miscellaneous,Business Services
David Perdue (R-GA),"$17,100",FOX,Fox Corporation,Miscellaneous,Business Services
Tom Carper (D-DE),"$17,100",NVDA,NVIDIA Corporation,Miscellaneous,Business Services
Susan Collins (R-ME),"$17,100",ACN,Accenture plc,Miscellaneous,Business Services
Rand Paul (R-KY),"$17,000",JAMRX,Janus Real Return Fund,Health Care,Major Pharmaceuticals
John Boozman (R-AR),"$17,000",WHGSX,Westwood Small Cap Instl,Health Care,Major Pharmaceuticals
Sheldon Whitehouse (D-RI),"$17,000",DHR,Danaher Corp,Health Care,Major Pharmaceuticals
Sheldon Whitehouse (D-RI),"$17,000",MRK,Merck & Co,Health Care,Major Pharmaceuticals
Susan Collins (R-ME),"$16,900",VRC,VF Corp,Health Care,Major Pharmaceuticals
Tom Carper (D-DE),"$16,900",VRC,VF Corp,Health Care,Major Pharmaceuticals
Sheldon Whitehouse (D-RI),"$16,900",CHL,China Mobile,Health Care,Major Pharmaceuticals
Mike Crapo (R-ID),"$16,900",TOLLX,Deutsche Global Infrastructure Fund,Health Care,Major Pharmaceuticals
Jerry Moran (R-KS),"$16,900",MSFT,Microsoft Corp,Health Care,Major Pharmaceuticals
Ben Cardin (D-MD),"$16,900",XLY,Consumer Discret Sel Sect SPDR ETF,Health Care,Major Pharmaceuticals
Jerry Moran (R-KS),"$16,900",TXN,Texas Instruments Incorporated,Health Care,Major Pharmaceuticals
Ben Cardin (D-MD),"$16,800",XLF,Financial Select Sector SPDR ETF,Health Care,Major Pharmaceuticals
Sheldon Whitehouse (D-RI),"$16,800",XLF,Financial Select Sector SPDR ETF,Health Care,Major Pharmaceuticals
Pat Toomey (R-PA),"$16,800",TRV,Travelers Companies,Health Care,Major Pharmaceuticals
Sheldon Whitehouse (D-RI),"$16,600",ESS,Essex Property Trust,Health Care,Major Pharmaceuticals
John Thune (R-SD),"$16,600",UMBMX,Scout Mid Cap (NASDAQ),Health Care,Major Pharmaceuticals
Doug Jones (D-AL),"$16,500",EGRAX,Eaton Vance Glbl Macro Abs Ret Advtg I,Health Care,Major Pharmaceuticals
Patty Murray (D-WA),"$16,500",VPMCX,VPMCX - Vanguard PRIMECAP Inv (NASDAQ),Health Care,Major Pharmaceuticals
Ben Cardin (D-MD),"$16,500",AGTHX,American Funds Growth Fund of America,Health Care,Major Pharmaceuticals
Jim Risch (R-ID),"$16,500",AGTHX,American Funds Growth Fund of America,Health Care,Major Pharmaceuticals
Tim Kaine (D-VA),"$16,500",TXT,Textron Inc,Health Care,Major Pharmaceuticals
Jim Risch (R-ID),"$16,500",RPMGX,Rowe T Price Mid Cap Growth Fund,Health Care,Major Pharmaceuticals
Mike Enzi (R-WY),"$16,500",RPMGX,Rowe T Price Mid Cap Growth Fund,Health Care,Major Pharmaceuticals
Patty Murray (D-WA),"$16,500",FMAGX,Fidelity Magellan Fund,Health Care,Major Pharmaceuticals
John Boozman (R-AR),"$16,500",TBF,Fixed Income Investments Barclay 20 yr TBF,Health Care,Major Pharmaceuticals
Sheldon Whitehouse (D-RI),"$16,400",APHMX,Artisan Mid Cap Institutional Fund,Health Care,Major Pharmaceuticals
David Perdue (R-GA),"$16,400",DFSVX,DFA US Small Cap Value Portfolio,Health Care,Major Pharmaceuticals
Sheldon Whitehouse (D-RI),"$16,400",PGSGX,JP Morgan Dynamic Small Cap Gr Sel,Health Care,Major Pharmaceuticals
Doug Jones (D-AL),"$16,400",WFMIX,Wells Fargo Special Mid Cap Value Inst,Health Care,Major Pharmaceuticals
Ben Cardin (D-MD),"$16,300",XLV,Health Care Sel Sect Spdr Fund,Health Care,Major Pharmaceuticals
Bernie Sanders (D-VT),"$16,300",VSAGX,Valic Aggressive Growth Fund,Health Care,Major Pharmaceuticals
Pat Roberts (R-KS),"$16,200",XOM,Exxon Mobil,Health Care,Major Pharmaceuticals
David Perdue (R-GA),"$16,200",EMR,Emerson Electric,Health Care,Major Pharmaceuticals
Bill Cassidy (R-LA),"$16,200",NVS,Novartis AG,Health Care,Major Pharmaceuticals
Tom Carper (D-DE),"$16,100",TEX,Terex Corp,Health Care,Major Pharmaceuticals
Sheldon Whitehouse (D-RI),"$16,100",ABBV,AbbVie Inc.,Health Care,Major Pharmaceuticals
Shelley Moore Capito (R-WV),"$16,100",RYAAY,Ryanair Holdings,Finance,Property-Casualty Insurers
Martin Heinrich (D-MN),"$16,100",FNIAX,Fidelity Advisor New Insights Fund,Finance,Property-Casualty Insurers
Roger Wicker (R-MS),"$15,900",MRK,Merck & Co,Finance,Property-Casualty Insurers
Thad Cochran (R-MS),"$15,900",MRK,Merck & Co,Finance,Property-Casualty Insurers
Tom Carper (D-DE),"$15,900",PBA,Pembina Pipeline Corporation,Finance,Property-Casualty Insurers
Gary Peters (D-MI),"$15,900",CMS,CMS Energy,Finance,Property-Casualty Insurers
Bob Casey (D-PA),"$15,900",FE,Firstenergy Corp,Finance,Property-Casualty Insurers
Sheldon Whitehouse (D-RI),"$15,800",LB,L Brands,Finance,Property-Casualty Insurers
John Boozman (R-AR),"$15,800",BAC,Bank of America,Finance,Property-Casualty Insurers
Pat Toomey (R-PA),"$15,800",BOX,"Box, Inc.",Finance,Property-Casualty Insurers
Thad Cochran (R-MS),"$15,800",TJX,TJX Companies,Finance,Property-Casualty Insurers
Bill Cassidy (R-LA),"$15,700",IBM,IBM Corp,Finance,Property-Casualty Insurers
Doug Jones (D-AL),"$15,600",ODVYX,Oppenheimer Developing Markets Y,Finance,Property-Casualty Insurers
James M Inhofe (R-OK),"$15,600",AIG,"American International Group, Inc.",Finance,Property-Casualty Insurers
Thad Cochran (R-MS),"$15,600",SO,Southern Co,Basic Industries,Aluminum
Jim Risch (R-ID),"$15,600",PRCOX,T Rowe Price Capital Opportunity Fund,Basic Industries,Aluminum
Doug Jones (D-AL),"$15,500",VSOIX,Victory Sycamore Small Co Opp I,Basic Industries,Aluminum
Sheldon Whitehouse (D-RI),"$15,500",IVV,iShares Core S&P 500 ETF,Basic Industries,Aluminum
John Hoeven (R-ND),"$15,400",FDX,FedEx Corp,Basic Industries,Aluminum
Mike Enzi (R-WY),"$15,400",FRSGX,Franklin Small-Mid Cap Growth A,Basic Industries,Aluminum
Ed Markey (D-MA),"$15,400",SPY,S&P 500 EFT,Basic Industries,Aluminum
Jim Risch (R-ID),"$15,400",PRDGX,T Rowe Price Dividend Growth Fund,Basic Industries,Aluminum
Tom Carper (D-DE),"$15,300",TMO,Thermo Fisher Scientific,Basic Industries,Aluminum
Mike Enzi (R-WY),"$15,300",FISCX,FISCX - Franklin Convertible Securities A (NASDAQ),Basic Industries,Aluminum
Bernie Sanders (D-VT),"$15,300",VSTIX,Valic Stock Fund,Basic Industries,Aluminum
Jim Risch (R-ID),"$15,300",PREIX,T Rowe Price Equity Index 500,Basic Industries,Aluminum
Sheldon Whitehouse (D-RI),"$15,300",GGOIX,Goldman Sachs Growth Opportunities Institutional,Basic Industries,Aluminum
John Boozman (R-AR),"$15,300",IBM,IBM Corp,Basic Industries,Aluminum
Jim Risch (R-ID),"$15,300",PRWCX,T Rowe Price Capital Appreciation,Basic Industries,Aluminum
Jack Reed (D-RI),"$15,200",ISRG,"Intuitive Surgical, Inc.",Basic Industries,Aluminum
Tom Carper (D-DE),"$15,200",V,Visa Inc,Basic Industries,Aluminum
Sheldon Whitehouse (D-RI),"$15,200",PCAR,PACCAR Inc,Basic Industries,Aluminum
Patty Murray (D-WA),"$15,200",VMRGX,Vanguard Morgan Growth Inv,Basic Industries,Aluminum
Ben Cardin (D-MD),"$15,100",ITOT,iShares US,Basic Industries,Aluminum
Joe Manchin (D-WV),"$15,100",DFVIX,DFA International Value III,Basic Industries,Aluminum
Tom Carper (D-DE),"$15,100",FITB,Fifth Third Bancorp,Basic Industries,Aluminum
Tom Carper (D-DE),"$15,100",BOTZ,Global X Robotics &amp; Artificial Intelligence,Basic Industries,Aluminum
Richard Burr (R-NC),"$15,000",PK,Park Hotels and Resorts Inc,Basic Industries,Aluminum
